1	71
1	72
1	100
1	284
1	285
1	469
1	674
1	676
1	694
1	750
1	772
1	845
1	871
1	1160
1	1161
1	1464
1	1608
1	1680
1	1715
1	1719
1	2048
1	2458
1	2565
1	2687
1	3127
1	3411
1	5242
1	5246
1	5308
1	6178
1	6190
1	6192
1	6343
1	6546
1	6547
1	6548
1	6552
1	6572
1	6574
1	6673
1	7369
1	7379
1	7384
1	8198
1	8204
1	8205
1	8820
1	11549
1	11550
1	11551
1	11554
1	11555
1	11556
1	11564
1	11565
1	11566
1	11567
1	11572
1	11573
1	11574
1	11578
1	11580
1	11581
1	11600
1	11601
1	11604
1	11605
1	11608
1	11609
1	12678
1	18499
1	20230
1	20252
1	20569
1	20658
1	20660
1	20661
1	20662
1	21551
1	21552
1	21553
1	23920
1	23922
1	23923
1	23924
1	23925
1	25202
1	25203
1	25208
1	25231
1	25234
1	25236
1	25241
1	25242
1	25248
1	25258
1	25264
1	25269
1	25286
1	25288
1	25289
1	29707
1	30016
1	30022
1	30324
1	30330
1	30356
1	30357
1	34428
1	46845
1	47436
1	47437
1	47439
1	47440
1	47449
1	47450
1	47465
1	47470
1	47471
1	47474
1	47475
1	47485
1	47486
1	47487
1	47488
1	47497
1	47498
1	47501
1	47502
1	47519
1	47520
1	55694
1	57755
1	57823
1	64382
2	71
2	100
2	772
2	2458
2	3127
2	6343
2	6673
2	34428
3	465
3	498
3	633
3	639
3	642
3	643
3	647
3	750
3	853
3	879
3	1022
3	1026
3	1032
3	1038
3	1042
3	1044
3	1152
3	2800
3	2812
3	3127
3	3472
3	4987
3	5502
3	5588
3	5589
3	5599
3	5614
3	5615
3	6940
3	7294
3	10278
3	10290
3	10291
3	10292
3	10293
3	10298
3	10299
3	10300
3	10301
3	10308
3	10310
3	10312
3	10313
3	10314
3	10318
3	10321
3	10322
3	10324
3	10326
3	10328
3	10329
3	13820
3	19740
3	19742
3	19746
3	19750
3	19752
3	19834
3	19835
3	19836
3	19837
3	19838
3	19850
3	19852
3	19853
3	19854
3	19876
3	19888
3	19891
3	19895
3	19896
3	19897
3	19898
3	19899
3	19900
3	19939
3	19940
3	19941
3	19942
3	19943
3	20116
3	20164
3	20165
3	20166
3	20217
3	20772
3	20773
3	20922
3	20923
3	20924
3	20927
3	20928
3	20929
3	20930
3	23214
3	24239
3	24274
3	24275
3	25290
3	25291
3	25292
3	25780
3	25782
3	25894
3	25898
3	25899
3	25916
3	25918
3	26573
3	27135
3	27136
3	27137
3	27138
3	27139
3	27140
3	27141
3	27142
3	27143
3	27149
3	27150
3	27151
3	27152
3	27153
3	27154
3	27173
3	27174
3	27179
3	27180
3	31789
3	31801
3	31884
3	32223
3	32699
3	32700
3	33072
3	48781
3	48782
3	48784
3	48785
3	48788
3	48800
3	48801
3	48805
3	48806
3	48816
3	48817
3	48818
3	48819
3	48824
3	48825
3	48826
3	48827
3	48931
3	48932
3	48933
3	48934
3	48935
3	48936
3	48937
3	48938
3	48941
3	48942
3	48943
3	48945
3	48947
3	48949
3	48950
3	48951
3	48952
3	53407
3	53408
3	53600
3	53601
3	54043
3	54428
3	61411
3	62124
4	465
4	498
4	633
4	639
4	642
4	643
4	647
4	750
4	853
4	879
4	1022
4	1026
4	1032
4	1038
4	1042
4	1044
4	1152
4	2800
4	2812
4	3127
4	3472
4	4987
4	5502
4	5588
4	5589
4	5599
4	5614
4	5615
4	6940
4	7294
4	10278
4	10290
4	10291
4	10292
4	10293
4	10298
4	10299
4	10300
4	10301
4	10308
4	10310
4	10312
4	10313
4	10314
4	10318
4	10321
4	10322
4	10324
4	10326
4	10328
4	10329
4	19740
4	19742
4	19746
4	19750
4	19752
4	19834
4	19835
4	19836
4	19837
4	19838
4	19850
4	19852
4	19853
4	19854
4	19876
4	19888
4	19891
4	19895
4	19896
4	19897
4	19898
4	19899
4	19900
4	19939
4	19940
4	19941
4	19942
4	19943
4	20116
4	20164
4	20165
4	20166
4	20217
4	20772
4	20773
4	20922
4	20923
4	20924
4	20927
4	20928
4	20929
4	20930
4	24239
4	24274
4	24275
4	25290
4	25291
4	25292
4	25780
4	25782
4	25894
4	25898
4	25899
4	25916
4	25918
4	26573
4	27135
4	27136
4	27137
4	27138
4	27139
4	27140
4	27141
4	27142
4	27143
4	27149
4	27150
4	27151
4	27152
4	27153
4	27154
4	27173
4	27174
4	27179
4	27180
4	31789
4	31884
4	32223
4	32699
4	32700
4	33072
4	34767
4	34768
4	48781
4	48782
4	48784
4	48785
4	48788
4	48800
4	48801
4	48805
4	48806
4	48816
4	48817
4	48818
4	48819
4	48824
4	48825
4	48826
4	48827
4	48931
4	48932
4	48933
4	48934
4	48935
4	48936
4	48937
4	48938
4	48941
4	48942
4	48943
4	48945
4	48947
4	48949
4	48950
4	48951
4	48952
4	53407
4	53408
4	53600
4	53601
4	53736
4	54043
4	54428
4	61411
4	62124
5	465
5	498
5	633
5	639
5	642
5	643
5	647
5	750
5	853
5	879
5	1022
5	1026
5	1032
5	1038
5	1042
5	1044
5	1152
5	2800
5	2812
5	3127
5	3472
5	4987
5	5502
5	5588
5	5589
5	5599
5	5614
5	5615
5	6940
5	7294
5	10278
5	10290
5	10291
5	10292
5	10293
5	10298
5	10299
5	10300
5	10301
5	10308
5	10310
5	10312
5	10313
5	10314
5	10318
5	10321
5	10322
5	10324
5	10326
5	10328
5	10329
5	19740
5	19742
5	19746
5	19750
5	19752
5	19834
5	19835
5	19836
5	19837
5	19838
5	19850
5	19852
5	19853
5	19854
5	19876
5	19888
5	19891
5	19895
5	19896
5	19897
5	19898
5	19899
5	19900
5	19939
5	19940
5	19941
5	19942
5	19943
5	20116
5	20164
5	20165
5	20166
5	20217
5	20772
5	20773
5	20922
5	20923
5	20924
5	20927
5	20928
5	20929
5	20930
5	24239
5	24274
5	24275
5	25290
5	25291
5	25292
5	25780
5	25782
5	25894
5	25898
5	25899
5	25916
5	25918
5	26573
5	27135
5	27136
5	27137
5	27138
5	27139
5	27140
5	27141
5	27142
5	27143
5	27149
5	27150
5	27151
5	27152
5	27153
5	27154
5	27173
5	27174
5	27179
5	27180
5	31789
5	31884
5	32223
5	32699
5	32700
5	33072
5	48781
5	48782
5	48784
5	48785
5	48788
5	48800
5	48801
5	48805
5	48806
5	48816
5	48817
5	48818
5	48819
5	48824
5	48825
5	48826
5	48827
5	48931
5	48932
5	48933
5	48934
5	48935
5	48936
5	48937
5	48938
5	48941
5	48942
5	48943
5	48945
5	48947
5	48949
5	48950
5	48951
5	48952
5	53407
5	53408
5	53600
5	53601
5	54043
5	54428
5	61411
5	62124
6	465
6	498
6	639
6	10321
6	19740
7	136
7	674
7	781
7	883
7	982
7	1002
